Dato;Parameter;AverageValue;Layer
2011-10-03;Oxygenmætning;5.285714285714286;Bottom
2011-10-03;Oxygenmætning;111.25;Surface
2011-10-03;Salinitet;28.101428571428574;Bottom
2011-10-03;Salinitet;26.627499999999998;Surface
2011-10-03;Temperatur;14.334285714285715;Bottom
2011-10-03;Temperatur;15.21;Surface
2011-10-18;Oxygen indhold;8.81111111111111;Bottom
2011-10-18;Oxygen indhold;9.5;Surface
2011-10-18;Oxygenmætning;94.66666666666667;Bottom
2011-10-18;Oxygenmætning;101.0;Surface
2011-10-18;Salinitet;26.48888888888889;Bottom
2011-10-18;Salinitet;26.04;Surface
2011-10-18;Temperatur;11.028888888888888;Bottom
2011-10-18;Temperatur;10.772499999999999;Surface
2011-10-31;Oxygen indhold;7.633333333333334;Bottom
2011-10-31;Oxygen indhold;9.6;Surface
2011-10-31;Oxygenmætning;78.88888888888889;Bottom
2011-10-31;Oxygenmætning;98.0;Surface
2011-10-31;Salinitet;27.512222222222224;Bottom
2011-10-31;Salinitet;24.73;Surface
2011-10-31;Temperatur;9.173333333333334;Bottom
2011-10-31;Temperatur;9.23;Surface
2011-11-11;Oxygen indhold;8.383333333333333;Bottom
2011-11-11;Oxygen indhold;10.3;Surface
2011-11-11;Oxygenmætning;84.66666666666667;Bottom
2011-11-11;Oxygenmætning;102.0;Surface
2011-11-11;Salinitet;25.253333333333334;Bottom
2011-11-11;Salinitet;23.8875;Surface
2011-11-11;Temperatur;8.755;Bottom
2011-11-11;Temperatur;8.2025;Surface
2011-11-15;Oxygen indhold;7.3428571428571425;Bottom
2011-11-15;Oxygen indhold;10.9;Surface
2011-11-15;Oxygenmætning;75.85714285714286;Bottom
2011-11-15;Oxygenmætning;103.75;Surface
2011-11-15;Salinitet;27.81714285714286;Bottom
2011-11-15;Salinitet;23.15;Surface
2011-11-15;Temperatur;8.95;Bottom
2011-11-15;Temperatur;6.7625;Surface
2011-11-29;Oxygen indhold;10.1;Bottom
2011-11-29;Oxygen indhold;10.1;Surface
2011-11-29;Oxygenmætning;100.0;Bottom
2011-11-29;Oxygenmætning;100.0;Surface
2011-11-29;Salinitet;26.561;Bottom
2011-11-29;Salinitet;26.545;Surface
2011-11-29;Temperatur;7.31;Bottom
2011-11-29;Temperatur;7.3149999999999995;Surface
2011-12-19;Oxygen indhold;9.775;Bottom
2011-12-19;Oxygen indhold;10.6;Surface
2011-12-19;Oxygenmætning;89.5;Bottom
2011-12-19;Oxygenmætning;93.0;Surface
2011-12-19;Salinitet;26.745;Bottom
2011-12-19;Salinitet;25.032;Surface
2011-12-19;Temperatur;4.12625;Bottom
2011-12-19;Temperatur;2.974;Surface
2012-01-05;Oxygen indhold;12.114285714285714;Bottom
2012-01-05;Oxygen indhold;12.125;Surface
2012-01-05;Oxygenmætning;111.07142857142857;Bottom
2012-01-05;Oxygenmætning;111.25;Surface
2012-01-05;Salinitet;27.2;Bottom
2012-01-05;Salinitet;27.192500000000003;Surface
2012-01-05;Temperatur;4.08;Bottom
2012-01-05;Temperatur;4.08;Surface
2012-01-26;Oxygen indhold;11.6;Bottom
2012-01-26;Oxygen indhold;11.6;Surface
2012-01-26;Oxygenmætning;98.0;Bottom
2012-01-26;Oxygenmætning;98.0;Surface
2012-01-26;Salinitet;24.252;Bottom
2012-01-26;Salinitet;24.2525;Surface
2012-01-26;Temperatur;1.45;Bottom
2012-01-26;Temperatur;1.4475;Surface
2012-02-29;Oxygen indhold;11.712499999999999;Bottom
2012-02-29;Oxygen indhold;11.639999999999999;Surface
2012-02-29;Oxygenmætning;104.0;Bottom
2012-02-29;Oxygenmætning;103.0;Surface
2012-02-29;Salinitet;25.8275;Bottom
2012-02-29;Salinitet;25.518;Surface
2012-02-29;Temperatur;2.99375;Bottom
2012-02-29;Temperatur;3.052;Surface
2012-03-05;Oxygen indhold;11.583333333333334;Bottom
2012-03-05;Oxygen indhold;11.633333333333333;Surface
2012-03-05;Oxygenmætning;102.83333333333333;Bottom
2012-03-05;Oxygenmætning;103.33333333333333;Surface
2012-03-05;Salinitet;24.05666666666667;Bottom
2012-03-05;Salinitet;23.816666666666666;Surface
2012-03-05;Temperatur;3.606666666666667;Bottom
2012-03-05;Temperatur;3.66;Surface
2012-03-13;Oxygen indhold;11.1;Bottom
2012-03-13;Oxygen indhold;10.95;Surface
2012-03-13;Oxygenmætning;103.0;Bottom
2012-03-13;Oxygenmætning;101.25;Surface
2012-03-13;Salinitet;25.649999999999995;Bottom
2012-03-13;Salinitet;25.64;Surface
2012-03-13;Temperatur;4.863333333333333;Bottom
2012-03-13;Temperatur;4.875;Surface
2012-03-22;Oxygen indhold;10.5;Bottom
2012-03-22;Oxygen indhold;10.559999999999999;Surface
2012-03-22;Oxygenmætning;99.42857142857143;Bottom
2012-03-22;Oxygenmætning;99.8;Surface
2012-03-22;Salinitet;25.780857142857144;Bottom
2012-03-22;Salinitet;25.1894;Surface
2012-03-22;Temperatur;5.776000000000001;Bottom
2012-03-22;Temperatur;6.0216;Surface
2012-04-16;Oxygen indhold;10.3875;Bottom
2012-04-16;Oxygen indhold;10.5;Surface
2012-04-16;Oxygenmætning;100.875;Bottom
2012-04-16;Oxygenmætning;102.0;Surface
2012-04-16;Salinitet;26.115;Bottom
2012-04-16;Salinitet;25.927500000000002;Surface
2012-04-16;Temperatur;6.61875;Bottom
2012-04-16;Temperatur;6.64;Surface
2012-05-07;Oxygen indhold;9.785714285714286;Bottom
2012-05-07;Oxygen indhold;10.375;Surface
2012-05-07;Oxygenmætning;100.42857142857143;Bottom
2012-05-07;Oxygenmætning;107.5;Surface
2012-05-07;Salinitet;25.735714285714288;Bottom
2012-05-07;Salinitet;25.2075;Surface
2012-05-07;Temperatur;9.294285714285715;Bottom
2012-05-07;Temperatur;9.657499999999999;Surface
2012-05-21;Oxygen indhold;9.9;Bottom
2012-05-21;Oxygen indhold;10.8;Surface
2012-05-21;Oxygenmætning;106.16666666666667;Bottom
2012-05-21;Oxygenmætning;117.0;Surface
2012-05-21;Salinitet;24.05666666666667;Bottom
2012-05-21;Salinitet;23.4975;Surface
2012-05-21;Temperatur;11.538333333333334;Bottom
2012-05-21;Temperatur;12.4625;Surface
2012-06-04;Oxygen indhold;9.666666666666666;Bottom
2012-06-04;Oxygen indhold;10.0;Surface
2012-06-04;Oxygenmætning;108.0;Bottom
2012-06-04;Oxygenmætning;111.0;Surface
2012-06-04;Salinitet;24.14111111111111;Bottom
2012-06-04;Salinitet;23.865000000000002;Surface
2012-06-04;Temperatur;13.53111111111111;Bottom
2012-06-04;Temperatur;13.4025;Surface
2012-06-11;Oxygen indhold;6.8875;Bottom
2012-06-11;Oxygen indhold;10.0;Surface
2012-06-11;Oxygenmætning;78.25;Bottom
2012-06-11;Oxygenmætning;111.25;Surface
2012-06-11;Salinitet;27.045;Bottom
2012-06-11;Salinitet;23.8625;Surface
2012-06-11;Temperatur;13.4225;Bottom
2012-06-11;Temperatur;13.46;Surface
2012-06-18;Oxygen indhold;7.7124999999999995;Bottom
2012-06-18;Oxygen indhold;9.1;Surface
2012-06-18;Oxygenmætning;88.125;Bottom
2012-06-18;Oxygenmætning;104.0;Surface
2012-06-18;Salinitet;26.68625;Bottom
2012-06-18;Salinitet;26.2225;Surface
2012-06-18;Temperatur;13.76875;Bottom
2012-06-18;Temperatur;14.0375;Surface
2012-07-02;Oxygen indhold;7.0375;Bottom
2012-07-02;Oxygen indhold;8.5;Surface
2012-07-02;Oxygenmætning;83.75;Bottom
2012-07-02;Oxygenmætning;102.0;Surface
2012-07-02;Salinitet;26.275;Bottom
2012-07-02;Salinitet;25.5825;Surface
2012-07-02;Temperatur;16.03625;Bottom
2012-07-02;Temperatur;16.535;Surface
2012-07-10;Oxygen indhold;3.0666666666666664;Bottom
2012-07-10;Oxygen indhold;7.925000000000001;Surface
2012-07-10;Oxygenmætning;37.166666666666664;Bottom
2012-07-10;Oxygenmætning;99.75;Surface
2012-07-10;Salinitet;27.034999999999997;Bottom
2012-07-10;Salinitet;24.41;Surface
2012-07-10;Temperatur;16.768333333333334;Bottom
2012-07-10;Temperatur;19.2;Surface
2012-07-16;Oxygen indhold;8.76;Bottom
2012-07-16;Oxygen indhold;10.3;Surface
2012-07-16;Oxygenmætning;105.4;Bottom
2012-07-16;Oxygenmætning;124.0;Surface
2012-07-16;Salinitet;26.505000000000003;Bottom
2012-07-16;Salinitet;26.3175;Surface
2012-07-16;Temperatur;16.622;Bottom
2012-07-16;Temperatur;16.505000000000003;Surface
2012-07-24;Oxygen indhold;7.4875;Bottom
2012-07-24;Oxygen indhold;8.3;Surface
2012-07-24;Oxygenmætning;91.25;Bottom
2012-07-24;Oxygenmætning;101.2;Surface
2012-07-24;Salinitet;25.93125;Bottom
2012-07-24;Salinitet;25.71;Surface
2012-07-24;Temperatur;17.37;Bottom
2012-07-24;Temperatur;17.414;Surface
2012-07-30;Oxygen indhold;4.2375;Bottom
2012-07-30;Oxygen indhold;8.95;Surface
2012-07-30;Oxygenmætning;52.5;Bottom
2012-07-30;Oxygenmætning;111.0;Surface
2012-07-30;Salinitet;26.0375;Bottom
2012-07-30;Salinitet;24.535;Surface
2012-07-30;Temperatur;17.96625;Bottom
2012-07-30;Temperatur;18.5975;Surface
2012-08-06;Oxygen indhold;1.5;Bottom
2012-08-06;Oxygen indhold;9.3;Surface
2012-08-06;Oxygenmætning;19.0;Bottom
2012-08-06;Oxygenmætning;115.75;Surface
2012-08-06;Salinitet;27.861428571428572;Bottom
2012-08-06;Salinitet;25.04;Surface
2012-08-06;Temperatur;18.078571428571426;Bottom
2012-08-06;Temperatur;18.405;Surface
2012-08-13;Oxygen indhold;5.3999999999999995;Bottom
2012-08-13;Oxygen indhold;12.5;Surface
2012-08-13;Oxygenmætning;67.5;Bottom
2012-08-13;Oxygenmætning;152.25;Surface
2012-08-13;Salinitet;27.435;Bottom
2012-08-13;Salinitet;22.35;Surface
2012-08-13;Temperatur;17.849999999999998;Bottom
2012-08-13;Temperatur;18.247500000000002;Surface
2012-08-23;Oxygen indhold;2.5518888888888887;Bottom
2012-08-23;Oxygen indhold;9.37125;Surface
2012-08-23;Oxygenmætning;31.99777777777778;Bottom
2012-08-23;Oxygenmætning;116.62;Surface
2012-08-23;Salinitet;28.09777777777778;Bottom
2012-08-23;Salinitet;25.2775;Surface
2012-08-23;Temperatur;18.076666666666668;Bottom
2012-08-23;Temperatur;18.6425;Surface
2012-08-28;Oxygen indhold;5.485714285714286;Bottom
2012-08-28;Oxygen indhold;9.2;Surface
2012-08-28;Oxygenmætning;67.42857142857143;Bottom
2012-08-28;Oxygenmætning;111.0;Surface
2012-08-28;Salinitet;26.87857142857143;Bottom
2012-08-28;Salinitet;25.974;Surface
2012-08-28;Temperatur;17.44;Bottom
2012-08-28;Temperatur;16.964000000000002;Surface
2012-09-03;Oxygen indhold;1.8444444444444446;Bottom
2012-09-03;Oxygen indhold;8.674999999999999;Surface
2012-09-03;Oxygenmætning;22.88888888888889;Bottom
2012-09-03;Oxygenmætning;104.75;Surface
2012-09-03;Salinitet;27.491111111111113;Bottom
2012-09-03;Salinitet;25.845;Surface
2012-09-03;Temperatur;17.614444444444445;Bottom
2012-09-03;Temperatur;16.96;Surface
2012-09-12;Oxygen indhold;6.963636363636365;Bottom
2012-09-12;Oxygen indhold;8.525;Surface
2012-09-12;Oxygenmætning;83.0;Bottom
2012-09-12;Oxygenmætning;101.25;Surface
2012-09-12;Salinitet;26.771818181818183;Bottom
2012-09-12;Salinitet;26.24;Surface
2012-09-12;Temperatur;15.889090909090909;Bottom
2012-09-12;Temperatur;15.86;Surface
2012-09-17;Oxygen indhold;7.385338;Bottom
2012-09-17;Oxygen indhold;8.060027999999999;Surface
2012-09-17;Oxygenmætning;86.43685200000002;Bottom
2012-09-17;Oxygenmætning;93.941016;Surface
2012-09-17;Salinitet;26.880000000000003;Bottom
2012-09-17;Salinitet;26.422000000000004;Surface
2012-09-17;Temperatur;15.103;Bottom
2012-09-17;Temperatur;14.86;Surface
2012-10-01;Oxygen indhold;6.470000000000001;Bottom
2012-10-01;Oxygen indhold;8.075;Surface
2012-10-01;Oxygenmætning;72.7;Bottom
2012-10-01;Oxygenmætning;90.0;Surface
2012-10-01;Salinitet;27.95;Bottom
2012-10-01;Salinitet;26.9375;Surface
2012-10-01;Temperatur;12.724;Bottom
2012-10-01;Temperatur;12.6625;Surface
2012-10-08;Oxygen indhold;8.588888888888889;Bottom
2012-10-08;Oxygen indhold;8.775;Surface
2012-10-08;Oxygenmætning;94.22222222222223;Bottom
2012-10-08;Oxygenmætning;96.0;Surface
2012-10-08;Salinitet;28.031111111111112;Bottom
2012-10-08;Salinitet;27.91;Surface
2012-10-08;Temperatur;11.585555555555555;Bottom
2012-10-08;Temperatur;11.4875;Surface
2012-10-16;Oxygen indhold;6.825;Bottom
2012-10-16;Oxygen indhold;9.925;Surface
2012-10-16;Oxygenmætning;73.25;Bottom
2012-10-16;Oxygenmætning;99.5;Surface
2012-10-16;Salinitet;27.22;Bottom
2012-10-16;Salinitet;22.7675;Surface
2012-10-16;Temperatur;10.79625;Bottom
2012-10-16;Temperatur;8.98;Surface
2012-10-29;Oxygen indhold;8.477777777777778;Bottom
2012-10-29;Oxygen indhold;9.1;Surface
2012-10-29;Oxygenmætning;86.11111111111111;Bottom
2012-10-29;Oxygenmætning;90.0;Surface
2012-10-29;Salinitet;26.262222222222224;Bottom
2012-10-29;Salinitet;24.4325;Surface
2012-10-29;Temperatur;8.454444444444444;Bottom
2012-10-29;Temperatur;7.74;Surface
2012-11-12;Oxygen indhold;9.47;Bottom
2012-11-12;Oxygen indhold;10.3;Surface
2012-11-12;Oxygenmætning;93.1;Bottom
2012-11-12;Oxygenmætning;100.0;Surface
2012-11-12;Salinitet;26.933;Bottom
2012-11-12;Salinitet;25.32;Surface
2012-11-12;Temperatur;7.071000000000001;Bottom
2012-11-12;Temperatur;6.99;Surface
2012-11-26;Oxygen indhold;10.188888888888888;Bottom
2012-11-26;Oxygen indhold;10.2;Surface
2012-11-26;Oxygenmætning;96.88888888888889;Bottom
2012-11-26;Oxygenmætning;97.0;Surface
2012-11-26;Salinitet;25.657777777777778;Bottom
2012-11-26;Salinitet;25.2725;Surface
2012-11-26;Temperatur;6.072222222222222;Bottom
2012-11-26;Temperatur;6.04;Surface
2012-12-20;Oxygen indhold;10.65;Bottom
2012-12-20;Oxygen indhold;12.45;Surface
2012-12-20;Oxygenmætning;88.25;Bottom
2012-12-20;Oxygenmætning;99.25;Surface
2012-12-20;Salinitet;24.6325;Bottom
2012-12-20;Salinitet;22.177500000000002;Surface
2012-12-20;Temperatur;0.85625;Bottom
2012-12-20;Temperatur;0.017499999999999998;Surface
2013-01-09;Oxygen indhold;10.942857142857141;Bottom
2013-01-09;Oxygen indhold;11.3;Surface
2013-01-09;Oxygenmætning;95.57142857142857;Bottom
2013-01-09;Oxygenmætning;100.0;Surface
2013-01-09;Salinitet;24.562857142857144;Bottom
2013-01-09;Salinitet;22.502499999999998;Surface
2013-01-09;Temperatur;2.932857142857143;Bottom
2013-01-09;Temperatur;3.8049999999999997;Surface
2013-02-06;Oxygen indhold;13.784615384615385;Bottom
2013-02-06;Oxygen indhold;13.924999999999999;Surface
2013-02-06;Oxygenmætning;113.15384615384616;Bottom
2013-02-06;Oxygenmætning;111.25;Surface
2013-02-06;Salinitet;25.51846153846154;Bottom
2013-02-06;Salinitet;20.545;Surface
2013-02-06;Temperatur;0.23769230769230767;Bottom
2013-02-06;Temperatur;0.40750000000000003;Surface
2013-02-21;Oxygen indhold;11.616666666666667;Bottom
2013-02-21;Oxygen indhold;13.02;Surface
2013-02-21;Oxygenmætning;93.33333333333333;Bottom
2013-02-21;Oxygenmætning;102.0;Surface
2013-02-21;Salinitet;23.61;Bottom
2013-02-21;Salinitet;21.42;Surface
2013-02-21;Temperatur;0.011666666666666678;Bottom
2013-02-21;Temperatur;-0.45;Surface
2013-03-06;Oxygen indhold;12.450000000000001;Bottom
2013-03-06;Oxygen indhold;14.850000000000001;Surface
2013-03-06;Oxygenmætning;102.66666666666667;Bottom
2013-03-06;Oxygenmætning;120.0;Surface
2013-03-06;Salinitet;24.304999999999996;Bottom
2013-03-06;Salinitet;19.335;Surface
2013-03-06;Temperatur;0.7316666666666668;Bottom
2013-03-06;Temperatur;1.23;Surface
2013-03-14;Oxygen indhold;12.471428571428572;Bottom
2013-03-14;Oxygen indhold;13.7;Surface
2013-03-14;Oxygenmætning;100.0;Bottom
2013-03-14;Oxygenmætning;105.5;Surface
2013-03-14;Salinitet;22.945714285714285;Bottom
2013-03-14;Salinitet;19.27;Surface
2013-03-14;Temperatur;-0.0014285714285714338;Bottom
2013-03-14;Temperatur;-0.46;Surface
2013-03-21;Oxygen indhold;13.35;Bottom
2013-03-21;Oxygen indhold;13.45;Surface
2013-03-21;Oxygenmætning;102.75;Bottom
2013-03-21;Oxygenmætning;103.5;Surface
2013-03-21;Salinitet;21.0325;Bottom
2013-03-21;Salinitet;21.0225;Surface
2013-03-21;Temperatur;-0.985;Bottom
2013-03-21;Temperatur;-0.9824999999999999;Surface
2013-04-11;Oxygen indhold;12.25;Bottom
2013-04-11;Oxygen indhold;11.62;Surface
2013-04-11;Oxygenmætning;107.5;Bottom
2013-04-11;Oxygenmætning;100.0;Surface
2013-04-11;Salinitet;21.2075;Bottom
2013-04-11;Salinitet;17.163999999999998;Surface
2013-04-11;Temperatur;3.855;Bottom
2013-04-11;Temperatur;4.248;Surface
2013-05-01;Oxygen indhold;10.3125;Bottom
2013-05-01;Oxygen indhold;10.375;Surface
2013-05-01;Oxygenmætning;100.5;Bottom
2013-05-01;Oxygenmætning;101.0;Surface
2013-05-01;Salinitet;21.6025;Bottom
2013-05-01;Salinitet;21.58;Surface
2013-05-01;Temperatur;8.0175;Bottom
2013-05-01;Temperatur;8.01;Surface
2013-05-22;Oxygen indhold;9.357142857142858;Bottom
2013-05-22;Oxygen indhold;9.4;Surface
2013-05-22;Oxygenmætning;108.0;Bottom
2013-05-22;Oxygenmætning;109.0;Surface
2013-05-22;Salinitet;20.94142857142857;Bottom
2013-05-22;Salinitet;20.926666666666666;Surface
2013-05-22;Temperatur;16.082857142857144;Bottom
2013-05-22;Temperatur;16.12;Surface
2013-05-27;Oxygen indhold;9.1;Bottom
2013-05-27;Oxygen indhold;8.925;Surface
2013-05-27;Oxygenmætning;103.0;Bottom
2013-05-27;Oxygenmætning;101.0;Surface
2013-05-27;Salinitet;20.37;Bottom
2013-05-27;Salinitet;20.36;Surface
2013-05-27;Temperatur;15.18;Bottom
2013-05-27;Temperatur;15.19;Surface
2013-06-03;Oxygen indhold;8.685714285714285;Bottom
2013-06-03;Oxygen indhold;9.3;Surface
2013-06-03;Oxygenmætning;100.0;Bottom
2013-06-03;Oxygenmætning;107.0;Surface
2013-06-03;Salinitet;21.194285714285712;Bottom
2013-06-03;Salinitet;20.305;Surface
2013-06-03;Temperatur;15.814285714285715;Bottom
2013-06-03;Temperatur;16.09;Surface
2013-06-11;Oxygen indhold;6.185714285714285;Bottom
2013-06-11;Oxygen indhold;9.8;Surface
2013-06-11;Oxygenmætning;73.28571428571429;Bottom
2013-06-11;Oxygenmætning;117.0;Surface
2013-06-11;Salinitet;22.185714285714287;Bottom
2013-06-11;Salinitet;20.63;Surface
2013-06-11;Temperatur;17.055714285714284;Bottom
2013-06-11;Temperatur;17.7325;Surface
2013-06-18;Oxygen indhold;6.871428571428572;Bottom
2013-06-18;Oxygen indhold;9.8;Surface
2013-06-18;Oxygenmætning;80.42857142857143;Bottom
2013-06-18;Oxygenmætning;114.0;Surface
2013-06-18;Salinitet;23.59857142857143;Bottom
2013-06-18;Salinitet;22.482;Surface
2013-06-18;Temperatur;16.084285714285713;Bottom
2013-06-18;Temperatur;15.918000000000001;Surface
2013-06-24;Oxygen indhold;6.4750000000000005;Bottom
2013-06-24;Oxygen indhold;9.5;Surface
2013-06-24;Oxygenmætning;76.25;Bottom
2013-06-24;Oxygenmætning;112.0;Surface
2013-06-24;Salinitet;24.05625;Bottom
2013-06-24;Salinitet;22.615000000000002;Surface
2013-06-24;Temperatur;16.26375;Bottom
2013-06-24;Temperatur;16.62;Surface
2013-07-01;Oxygen indhold;5.816666666666666;Bottom
2013-07-01;Oxygen indhold;8.7;Surface
2013-07-01;Oxygenmætning;68.0;Bottom
2013-07-01;Oxygenmætning;100.0;Surface
2013-07-01;Salinitet;24.346666666666668;Bottom
2013-07-01;Salinitet;22.9875;Surface
2013-07-01;Temperatur;15.808333333333332;Bottom
2013-07-01;Temperatur;15.43;Surface
2013-07-09;Oxygen indhold;4.025714285714286;Bottom
2013-07-09;Oxygen indhold;8.915;Surface
2013-07-09;Oxygenmætning;48.714285714285715;Bottom
2013-07-09;Oxygenmætning;110.0;Surface
2013-07-09;Salinitet;24.282857142857146;Bottom
2013-07-09;Salinitet;23.3525;Surface
2013-07-09;Temperatur;17.274285714285714;Bottom
2013-07-09;Temperatur;18.575;Surface
2013-07-16;Oxygen indhold;7.852857142857142;Bottom
2013-07-16;Oxygen indhold;7.8925;Surface
2013-07-16;Oxygenmætning;94.85714285714286;Bottom
2013-07-16;Oxygenmætning;95.5;Surface
2013-07-16;Salinitet;23.368571428571432;Bottom
2013-07-16;Salinitet;23.3675;Surface
2013-07-16;Temperatur;17.648571428571426;Bottom
2013-07-16;Temperatur;17.6575;Surface
2013-07-23;Oxygen indhold;6.385714285714286;Bottom
2013-07-23;Oxygen indhold;7.87;Surface
2013-07-23;Oxygenmætning;80.71428571428571;Bottom
2013-07-23;Oxygenmætning;100.0;Surface
2013-07-23;Salinitet;23.224285714285713;Bottom
2013-07-23;Salinitet;22.795;Surface
2013-07-23;Temperatur;19.995714285714286;Bottom
2013-07-23;Temperatur;20.295;Surface
2013-07-29;Oxygen indhold;2.87125;Bottom
2013-07-29;Oxygen indhold;9.96;Surface
2013-07-29;Oxygenmætning;36.625;Bottom
2013-07-29;Oxygenmætning;130.0;Surface
2013-07-29;Salinitet;27.0225;Bottom
2013-07-29;Salinitet;22.302500000000002;Surface
2013-07-29;Temperatur;19.115000000000002;Bottom
2013-07-29;Temperatur;21.98;Surface
